GenbankID,GeneName,GeneCategory,Replicate,14,12,13,15
224223697,rubisco,Carbon cycling,1,4069.9397,5224.26,3296.2373,NA
224282667,sigma_24,Stress,1,5955.0873,18629.6997,4769.1576,NA
224283124,hrcA,Stress,1,2397.1288,NA,NA,NA
224283222,cda,Carbon cycling,1,2233.5991,2332.4419,2104.4705,NA
224283969,ara,Carbon cycling,1,NA,7802.5402,2793.2365,NA
224367147,MATE_antibiotic,Antibiotic resistance,1,1084.348,NA,NA,NA
224367189,narH,Stress,1,NA,NA,NA,277.13
224367210,fnr,Stress,1,4525.6888,10643.7077,8309.5978,663.37
224367365,phoB,Stress,1,NA,NA,NA,361
224367368,pstB,Stress,1,1213.3233,4134.6428,4400.8201,NA
224368877,hly,virulence,1,980.2695,5010.5054,6343.0217,331.69
224369938,pstS,Stress,1,8779.7713,21646.6703,13775.3772,1575.02
224369941,pstB,Stress,1,NA,NA,5933.3187,333.21
224370245,narI,Stress,1,NA,2113.0822,2342.3256,NA
224370867,proW,Stress,1,6052.4593,15378.977,17779.166,974.15
224372362,pstB,Stress,1,NA,NA,NA,NA
224385713,CODH,Carbon cycling,1,3812.2486,5525.4491,5265.4574,659.14
224397252,AceB,Carbon cycling,1,1145.6684,1071.8968,2864.2265,NA
224413888,AceA,Carbon cycling,1,NA,NA,NA,427.96
224418474,vip,virulence,1,2134.1676,5836.564,5085.5054,671.48
224438073,pstB,Stress,1,1569.7708,3190.0879,3317.8292,406.75
224438146,glnA,Stress,1,3669.4274,16399.289,7636.6772,541.89
224462435,sigma_24,Stress,1,NA,4990.216,NA,NA
224464425,phoB,Stress,1,1176.2767,2455.7844,1002.3361,327.79
224472736,phenol_oxidase,Carbon cycling,1,3197.565,8302.7412,7058.7919,821.97
224472742,phenol_oxidase,Carbon cycling,1,NA,36496.7879,NA,NA
224477487,srt,virulence,1,NA,NA,NA,571.59
224477742,opuE,Stress,1,3009.3202,6242.7912,NA,561.92
224495601,APS_AprA,Sulfur Oxidation,1,NA,NA,2086.6013,NA
224519412,SMR_antibiotics,Antibiotic resistance,1,4814.1438,4836.5123,5597.0971,305.2
224522921,pstB,Stress,1,15095.6157,28591.7397,23292.5013,2159.76
224522924,pstS,Stress,1,NA,3113.9805,NA,830.83
224531906,pstC,Stress,1,2173.9662,3956.4166,2792.4633,488.97
224535455,pstB,Stress,1,1860.2768,7657.3319,7214.7465,705.01
224539027,sigma_24,Stress,1,4966.2506,9957.0479,10649.3555,1041.02
224579026,rubisco,Carbon cycling,1,NA,3750.1939,6250.2679,920.61
224589200,aoxB,Metal Resistance,1,4412.6796,10428.8049,9303.8678,536.65
224600581,gyrB,other category,1,1074.2231,NA,NA,766.31
224601406,Tet,Antibiotic resistance,1,2105.9997,NA,2614.745,NA
224601635,pilin,virulence,1,33501.8055,3561.896,1822.3433,NA
224601885,iro,virulence,1,2200.6803,16597.3375,15212.3586,NA
224602458,sigma_24,Stress,1,1113.4505,NA,NA,NA
224602465,ureC,Nitrogen,1,5476.5962,NA,7422.5618,457.64
224603269,sigma_70,Stress,1,2000.4414,NA,8582.8857,NA
224603441,fnr,Stress,1,5233.5213,11780.706,8137.788,907.52
224604871,glnA,Stress,1,NA,3364.1102,NA,NA
224605749,AceA,Carbon cycling,1,1055.1676,NA,NA,NA
224606287,pstC,Stress,1,994.2366,NA,NA,NA
224606289,pstB,Stress,1,NA,NA,NA,1826.71
224607311,amyA,Carbon cycling,1,10048.9113,19275.9557,17284.9853,1507.13
224608195,pstA,Stress,1,NA,NA,2033.3373,NA
224608196,pstB,Stress,1,1586.1523,NA,NA,NA
224609582,pilin,virulence,1,NA,4379.4009,4383.4234,NA
224609822,pstB,Stress,1,863.9113,11500.4486,3198.243,NA
224610871,hrcA,Stress,1,3111.5814,19396.7583,6612.8638,NA
224712626,hao,Nitrogen,1,3975.3889,10094.7536,9394.0443,379.63
224712632,hao,Nitrogen,1,2780.55,8816.488,7996.9821,621.98
224774777,pcc,Carbon cycling,1,29188.2199,96665.203,16869.5551,461.05
224800065,sigma_24,Stress,1,9855.63,6583.2455,5177.2282,NA
224800758,sigma_24,Stress,1,15965.7058,9928.6719,NA,498.48
224800906,grpE,Stress,1,NA,7216.5104,5994.1141,NA
224802932,pstB,Stress,1,9378.6446,10656.6112,8255.3696,244.79
224803028,pcc,Carbon cycling,1,NA,3190.8469,NA,NA
224816699,sigma_24,Stress,1,8016.4597,NA,3608.0892,580.97
224816793,fnr,Stress,1,NA,NA,NA,NA
224817263,hrcA,Stress,1,5302.8637,13499.0047,3518.6859,NA
224817502,APS_AprB,Sulfur Oxidation,1,1344.6178,NA,2367.1248,541.74
224817562,gyrB,other category,1,852.1769,4425.7017,3330.1716,NA
224819531,pstB,Stress,1,1596.7964,1877.8995,1398.3508,NA
224819721,pstC,Stress,1,NA,13265.57375,19824.50205,4244.25
224820660,amyA,Carbon cycling,1,5832.3946,11842.4794,14393.3823,782.72
224821123,grpE,Stress,1,NA,6296.0109,4093.3639,NA
224821289,pstB,Stress,1,NA,7964.0969,2310.4817,NA
224823769,amoA,Nitrogen,1,NA,NA,3724.869,NA
224824411,proV,Stress,1,NA,NA,NA,491.5
224824616,AceB,Carbon cycling,1,NA,6848.9645,NA,NA
224824827,pstA,Stress,1,3349.1006,NA,NA,NA
224824856,glnA,Stress,1,NA,NA,NA,NA
224824908,narJ,Stress,1,2099.1979,NA,3967.3059,NA
224825720,pcc,Carbon cycling,1,1442.8984,NA,NA,NA
224826717,iro,virulence,1,1001.35,3676.1884,NA,NA
224942062,sigma_70,Stress,1,NA,NA,NA,292.45
224942311,narJ,Stress,1,1513.3571,18775.8422,8329.0228,NA
224943104,obgE,Stress,1,3520.185,NA,2771.3009,NA
224944606,ABC_antibiotic_transporter,Antibiotic resistance,1,2051.7667,6417.0179,10325.3045,585.7
224946268,sigma_24,Stress,1,NA,4825.8567,2696.5595,NA
224947212,bglH,Stress,1,NA,6046.8154,NA,NA
224948302,clpC,Stress,1,4544.9001,NA,NA,NA
224948769,clpC,Stress,1,NA,NA,5118.6092,NA
224950059,Tet,Antibiotic resistance,1,1433.085,NA,NA,688.45
224963204,MFS_antibiotic,Antibiotic resistance,1,NA,NA,NA,360.06
224963286,grpE,Stress,1,NA,NA,NA,NA
224964064,fnr,Stress,1,NA,3735.9183,NA,NA
224964093,katE,Stress,1,NA,NA,NA,267.52
224965357,SMR_antibiotics,Antibiotic resistance,1,NA,NA,5334.586,NA
225003238,acetylglucosaminidase,Carbon cycling,1,NA,6073.3231,3547.2365,375.69
225013137,oxyR,Stress,1,1190.4515,5977.0138,5122.2461,NA
225016327,Tet,Antibiotic resistance,1,1809.6005,NA,NA,372.24
225016907,glnA,Stress,1,NA,2640.5499,NA,316.8
225016928,cda,Carbon cycling,1,2154.6251,6199.0302,4004.7052,522.8
225019681,ppk,Phosphorus,1,NA,5999.9599,NA,NA
225020077,bglH,Stress,1,NA,4190.5483,3537.2424,NA
225020524,groEL,Stress,1,4540.1492,3654.6144,2677.3444,NA
225024661,fnr,Stress,1,2146.9665,8898.9012,6797.9703,NA
225025101,sigma_70,Stress,1,NA,2909.3634,NA,NA
225027353,ABC_antibiotic_transporter,Antibiotic resistance,1,1582.5697,7035.9488,6697.857,337.81
225038402,clpC,Stress,1,NA,NA,NA,422.95
225039490,Tet,Antibiotic resistance,1,NA,3480.7089,4499.2582,321.68
225041745,obgE,Stress,1,5363.9505,NA,NA,NA
225042218,sigma_24,Stress,1,NA,NA,2497.1633,NA
225042545,bglH,Stress,1,1402.0354,2907.2323,2092.5004,NA
225043436,grpE,Stress,1,NA,3267.7133,2341.896,NA
225044498,clpC,Stress,1,2455.853,NA,NA,NA
225044504,clpC,Stress,1,4378.0733,NA,NA,319.82
225047180,Tet,Antibiotic resistance,1,4929.6193,13605.8821,12577.8258,739.17
225047597,sigma_24,Stress,1,4122.9265,10937.686,13189.6168,1156.83
225075558,ppk,Phosphorus,1,NA,NA,NA,NA
225076141,katE,Stress,1,2119.7332,9876.7951,NA,NA
225077486,sigma_24,Stress,1,NA,6488.3375,NA,NA
225083263,AceB,Carbon cycling,1,NA,NA,NA,2978.28
225085216,AceB,Carbon cycling,1,6964.7449,10045.6209,6754.7005,300.91
225095353,groEL,Stress,1,NA,NA,36934.1078,NA
225096466,ahpC,Stress,1,NA,NA,NA,388.66
225105854,AceB,Carbon cycling,1,4756.2763,15003.4029,18215.2146,NA
225114029,AceB,Carbon cycling,1,3996.067,15066.1251,17680.4559,1139.12
225138011,AceB,Carbon cycling,1,13529.1679,NA,9378.3514,2800.06
225142176,AceB,Carbon cycling,1,3107.592,9771.319,5996.6055,NA
225155485,sigma_24,Stress,1,NA,NA,1618.5085,NA
225156504,pstA,Stress,1,5059.5292,3781.7228,NA,NA
225156612,ara,Carbon cycling,1,NA,NA,2253.8673,NA
225157179,amyA,Carbon cycling,1,NA,NA,NA,1665.61
225159775,katE,Stress,1,NA,4195.9587,5174.9659,NA
225163009,fnr,Stress,1,NA,1590.5773,NA,NA
225163408,B_lactamase_C,Antibiotic resistance,1,3833.4849,17239.5648,7068.4997,653.27
225165689,sigma_24,Stress,1,11543.8619,NA,NA,NA
225167878,pstB,Stress,1,NA,7851.2058,NA,NA
225168092,phoB,Stress,1,NA,NA,NA,867.04
225168111,gyrB,other category,1,21743.6598,9328.8335,5762.4159,NA
225168858,dsrA,Sulfur Oxidation,1,NA,2359.5627,2197.167,NA
225169256,hrcA,Stress,1,NA,3275.7707,3062.5345,1995.92
225171954,narI,Stress,1,3063.1118,8327.5557,6981.48755,889.6933
225173871,pstA,Stress,1,3711.9864,40890.6591,3621.9779,484.18
225178397,cda,Carbon cycling,1,5190.6983,8051.619,NA,846.74
225181480,pstB,Stress,1,12368.9353,NA,NA,NA
225182023,glnA,Stress,1,NA,NA,NA,447.44
225185053,pcc,Carbon cycling,1,10769.0235,17280.4356,NA,NA
225194037,dsrA,Sulfur Oxidation,1,2893.7928,NA,4866.7222,334.33
225194050,dsrB,Sulfur Oxidation,1,NA,NA,8179.2537,NA
225194055,dsrA,Sulfur Oxidation,1,NA,NA,NA,NA
225194080,dsrB,Sulfur Oxidation,1,1235.8836,4599.5489,5600.7626,NA
225194091,dsrA,Sulfur Oxidation,1,NA,NA,NA,NA
225194092,dsrB,Sulfur Oxidation,1,2622.0048,6711.1713,NA,1250.28
225194113,dsrB,Sulfur Oxidation,1,9518.1862,23926.2136,18690.3234,1631.51
225194130,dsrA,Sulfur Oxidation,1,1142.6829,NA,NA,NA
225194140,dsrB,Sulfur Oxidation,1,NA,14531.7531,NA,NA
225196438,fnr,Stress,1,NA,3914.8451,NA,NA
225196697,pstB,Stress,1,1560.1132,NA,NA,2283.24
225196699,pstC,Stress,1,2144.2925,NA,NA,NA
225196700,pstA,Stress,1,4897.1159,4086.0064,4186.089,422.45
225197033,sigma_32,Stress,1,4375.8666,7673.5635,8609.26,626.31
225198500,katE,Stress,1,23501.8571,18413.1425,16219.792,NA
225199160,AceB,Carbon cycling,1,NA,NA,NA,247.76
225200693,SMR_antibiotics,Antibiotic resistance,1,NA,NA,2435.337,NA
225200947,xylA,Carbon cycling,1,1602.6896,NA,NA,NA
225203946,gdh,Nitrogen,1,NA,NA,NA,20503.1733
225204192,fnr,Stress,1,NA,27108.8279,NA,NA
225207696,cda,Carbon cycling,1,1491.9131,NA,NA,NA
225208958,ppk,Phosphorus,1,NA,NA,NA,239.21
225212310,amyA,Carbon cycling,1,962.8755,2542.4598,1991.843,NA
225214208,hly,virulence,1,3908.7724,4152.0713,9093.7329,789.7
225377785,clpC,Stress,1,3520.7561,NA,NA,NA
225378063,obgE,Stress,1,NA,NA,NA,NA
225387892,glnA,Stress,1,NA,NA,2066.7275,434.36
225388459,rubisco,Carbon cycling,1,20154.2103,19977.0078,5514.3089,317.84
225412254,sigma_24,Stress,1,NA,NA,NA,NA
225542840,B_lactamase_C,Antibiotic resistance,1,3350.5804,3182.9063,NA,377.21
225568119,ppk,Phosphorus,1,NA,2186.2702,NA,NA
225568838,Tet,Antibiotic resistance,1,2025.3382,NA,3252.452,308.21
225575103,ahpF,Stress,1,4298.8397,10035.4616,12505.1177,737.36
225643630,pstB,Stress,1,NA,16265.3589,NA,NA
225646208,sigma_70,Stress,1,NA,6609.0234,7015.4935,NA
225646317,pstB,Stress,1,NA,NA,NA,6014.2267
225646599,napA,Nitrogen,1,19032.0888,NA,NA,NA
225678030,iro,virulence,1,NA,7307.3313,NA,NA
225680040,glx,Carbon cycling,1,NA,NA,1619.9976,NA
225684506,ara_fungi,Carbon cycling,1,NA,NA,NA,NA
225698234,phenol_oxidase,Carbon cycling,1,NA,NA,NA,427.37
225699743,sigma_70,Stress,1,2395.1298,NA,NA,NA
225701010,ctsR,Stress,1,NA,NA,4530.1284,NA
225701799,srt,virulence,1,NA,NA,37211.1185,NA
225702652,srt,virulence,1,NA,47631.491,NA,NA
225730217,B_lactamase_C,Antibiotic resistance,1,NA,5763.1716,4811.826,NA
225791753,ppk,Phosphorus,1,1869.8999,NA,NA,NA
225792025,ara,Carbon cycling,1,2926.2833,NA,NA,664.38
225792037,ara,Carbon cycling,1,2850.1001,NA,NA,NA
225792228,pstB,Stress,1,7687.63495,11992.5922,8959.5707,NA
225792253,cda,Carbon cycling,1,2936.473,5161.786,3815.7613,432.21
225793273,sigma_24,Stress,1,NA,2114.2207,NA,NA
225793530,pstC,Stress,1,NA,NA,7127.5769,NA
225794164,sigma_24,Stress,1,2417.2747,25658.6908,6011.0096,NA
225794263,sigma_24,Stress,1,NA,NA,NA,369
225849094,pstA,Stress,1,NA,NA,NA,9082.16
225849854,fnr,Stress,1,1176.8998,3699.1053,2071.9108,410.75
225871583,cap,virulence,1,NA,NA,1243.8853,NA
225872268,glnA,Stress,1,NA,NA,NA,277.03
225872587,pstB,Stress,1,NA,2244.8615,NA,NA
225872965,sigma_24,Stress,1,6395.4155,41054.1425,NA,645.32
225874233,sigma_24,Stress,1,1894.4937,4636.537,2173.7136,NA
225874554,pstB,Stress,1,3053.2206,3354.4763,4415.7254,NA
225875206,endochitinase,Carbon cycling,1,NA,NA,1332.859,NA
225903868,amoA,Nitrogen,1,4576.8929,16215.2825,15459.0051,677.61
225903911,amoA,Nitrogen,1,NA,NA,NA,249.16
226089071,sigma_24,Stress,1,8853.5272,12642.7309,3465.9374,NA
226089127,MFS_antibiotic,Antibiotic resistance,1,NA,NA,NA,NA
226089199,sigma_70,Stress,1,NA,NA,NA,847.28
226090499,obgE,Stress,1,NA,NA,3042.8898,NA
226090964,pstA,Stress,1,7797.8144,18478.9446,16219.1048,1541.37
226090968,ppx,Phosphorus,1,2613.3078,NA,NA,NA
226092209,hly,virulence,1,7983.6188,2515.8645,2553.1764,NA
226092218,sigma_24,Stress,1,3296.7282,6122.7476,2179.4982,NA
226092828,endochitinase,Carbon cycling,1,NA,14350.1405,9646.9622,NA
226093602,perR,Stress,1,NA,NA,NA,398.81
226093854,fnr,Stress,1,NA,NA,NA,255.81
226094243,endochitinase,Carbon cycling,1,8026.3769,13054.8844,NA,489.83
226094384,obgE,Stress,1,4672.9668,13839.5758,8411.181,1301.45
226095722,B_lactamase_C,Antibiotic resistance,1,NA,NA,NA,NA
226182894,ureC,Nitrogen,1,NA,NA,NA,291.28
226187406,pstA,Stress,1,NA,NA,NA,1257.14
226188355,katE,Stress,1,NA,1593.5843,1305.6829,NA
226188362,bphF1,Organic Remediation,1,NA,4128.8333,NA,NA
226200258,iro,virulence,1,3340.1699,6401.954,1752.4702,NA
226226488,acetylglucosaminidase,Carbon cycling,1,NA,2638.5063,NA,NA
226226576,sigma_38,Stress,1,NA,6269.95575,3096.39715,NA
226226990,clpC,Stress,1,NA,NA,4065.386,359.6133
226227308,obgE,Stress,1,NA,5236.8132,21855.978,NA
226227772,pstC,Stress,1,22816.5849,NA,NA,NA
226227774,pstB,Stress,1,854.9807,NA,NA,NA
226227848,sigma_24,Stress,1,NA,NA,NA,639.34
226235517,phenol_oxidase,Carbon cycling,1,NA,NA,NA,NA
226240190,AceB,Carbon cycling,1,3338.5084,10057.0744,5529.9158,438.57
226240298,pcc,Carbon cycling,1,NA,NA,3731.2263,NA
226240690,ahpF,Stress,1,NA,4127.8407,2678.6331,NA
226243188,amoA,Nitrogen,1,2853.3192,NA,NA,NA
226243761,bphF1,Organic Remediation,1,4329.8374,10182.334,NA,NA
226243898,katE,Stress,1,13415.5876,18208.1459,13187.6982,1312.07
226245607,pstB,Stress,1,NA,3909.1524,2290.3503,546.49
226245609,pstC,Stress,1,NA,NA,NA,NA
226283525,katE,Stress,1,2088.0865,NA,NA,395.32
226284896,ara_fungi,Carbon cycling,1,2848.3607,12549.6525,5544.5205,519.82
226292367,ureC,Nitrogen,1,2012.0461,5458.2846,6799.5167,NA
226292911,phoA,Stress,1,2653.8073,32219.5157,14021.8232,NA
226303935,katA,Stress,1,5666.788,21969.5209,8650.3534,NA
226304230,bphF1,Organic Remediation,1,2013.8114,NA,NA,418.65
226306073,SMR_antibiotics,Antibiotic resistance,1,NA,NA,2329.4105,NA
226307279,obgE,Stress,1,19103.5774,NA,NA,1121.03
226309963,proV,Stress,1,1382.0193,4986.8879,2851.1682,NA
226310769,amoA,Nitrogen,1,12287.469,NA,NA,NA
226311436,obgE,Stress,1,NA,NA,NA,NA
226314182,cydB,Stress,1,NA,6883.588,6134.519,532.85
226314284,fnr,Stress,1,1457.878,NA,3730.539,NA
226315377,B_lactamase_C,Antibiotic resistance,1,NA,NA,NA,2732.85
226317234,pcc,Carbon cycling,1,2369.7397,13993.6006,6202.7313,NA
226317421,ppk,Phosphorus,1,1176.5363,NA,2678.3181,NA
226318176,fnr,Stress,1,11717.9578,35609.4718,NA,NA
226318181,glnA,Stress,1,5433.7602,22952.0273,7370.7583,NA
226318393,sigma_70,Stress,1,2512.7341,11894.9984,3428.3949,NA
226318447,pcc,Carbon cycling,1,NA,NA,NA,NA
226318817,gdh,Nitrogen,1,2439.8609,2178.7967,2535.794,NA
226318818,gdh,Nitrogen,1,17672.2922,18920.9922,6068.1682,NA
226319232,grpE,Stress,1,NA,NA,3359.1517,563.88
226319253,obgE,Stress,1,9536.8523,17974.2186,15830.3924,1129.99
226319324,fnr,Stress,1,NA,77284.18,NA,NA
226319694,katE,Stress,1,1079.7529,2753.8498,2270.8774,NA
226319739,Tet,Antibiotic resistance,1,1597.1859,NA,NA,1177.86
226319780,phoB,Stress,1,780.9393,4550.9563,4354.9301,NA
226320017,glnA,Stress,1,6331.2653,15416.9577,NA,NA
226324147,nplT,Carbon cycling,1,NA,NA,28327.0337,NA
226327280,phoA,Stress,1,1425.3486,NA,NA,NA
226327281,phoA,Stress,1,NA,NA,NA,433.33
226329442,narJ,Stress,1,NA,6457.0129,4167.7903,NA
226331042,proV,Stress,1,3831.2782,11261.1205,7339.1436,1171.44
226354803,phenol_oxidase,Carbon cycling,1,1264.441,5260.5183,NA,NA
226354963,MATE_antibiotic,Antibiotic resistance,1,25848.05,29289.4638,7965.3388,NA
226355519,pilin,virulence,1,1988.1358,NA,6464.2401,638.44
226356151,nplT,Carbon cycling,1,4018.0172,NA,NA,NA
226358096,Tet,Antibiotic resistance,1,2549.7548,6441.1317,4473.0558,575.56
226358221,pstS,Stress,1,1249.2537,6453.1886,NA,NA
226358223,pstA,Stress,1,4515.2524,10495.0253,6277.5585,385.26
226358398,rubisco,Carbon cycling,1,2920.1694,6674.8547,11444.8499,NA
226362830,bphF1,Organic Remediation,1,3131.7273,5571.4872,NA,280.93
226363860,bphF1,Organic Remediation,1,3162.9846,8422.055,7167.7253,753.39
226364057,limEH,Carbon cycling,1,13896.8047,7425.4481,2137.918,NA
226364401,clpC,Stress,1,6195.4362,NA,NA,NA
226364699,amoA,Nitrogen,1,1705.1326,NA,NA,NA
226365408,katE,Stress,1,4150.5752,NA,NA,994.45
226365446,sigma_24,Stress,1,NA,NA,4246.3976,NA
226424956,phenol_oxidase,Carbon cycling,1,2839.8973,NA,3924.1793,NA
226526947,srt,virulence,1,NA,NA,NA,NA
226714792,ahpC,Stress,1,2003.9462,NA,NA,NA
226718049,ureC,Nitrogen,1,16335.8349,30137.943,19847.5259,1709.94
226718105,iro,virulence,1,2053.5061,4816.7775,5675.1317,NA
226719646,iro,virulence,1,1538.2539,4280.1139,NA,NA
226726351,sox,Sulfur Oxidation,1,9258.8336,17285.3693,24087.1938,NA
226726363,sox,Sulfur Oxidation,1,NA,4745.8958,NA,NA
226726369,sox,Sulfur Oxidation,1,NA,3750.8653,1174.8999,NA
226820432,srt,virulence,1,NA,NA,1823.2597,352.89
226820471,nplT,Carbon cycling,1,NA,2165.8932,NA,NA
226833465,clpC,Stress,1,1026.4026,8564.9862,NA,NA
226834558,obgE,Stress,1,NA,3375.0285,NA,633.7867
226836927,iro,virulence,1,1032.7371,NA,NA,NA
226870051,AceB,Carbon cycling,1,3926.9453,9173.7286,8606.339,580.4
226905366,pstB,Stress,1,4105.7661,8565.6285,8969.5935,358.93
226905912,cda,Carbon cycling,1,3753.8619,6599.6815,4517.872,289.2
226906631,iuc,virulence,1,1607.8559,NA,NA,NA
226910038,SMR_antibiotics,Antibiotic resistance,1,1115.2938,NA,NA,NA
226913011,phoB,Stress,1,1149.5107,NA,NA,442.84
226935078,lip,Carbon cycling,1,17095.7196,7858.4165,23432.9778,NA
226939452,pstC,Stress,1,1953.3737,NA,4554.1258,NA
226939578,AceB,Carbon cycling,1,1170.8508,NA,NA,NA
226939965,ureC,Nitrogen,1,NA,3177.5639,NA,1070.36
226940382,sigma_24,Stress,1,1153.301,NA,NA,NA
226940939,cap,virulence,1,8413.2509,7037.4376,5243.6936,1105.73
226941000,napA,Nitrogen,1,13304.24,4189.0886,NA,NA
226941448,oxyR,Stress,1,3401.5422,4222.9822,2941.5451,1284.14
226941656,grpE,Stress,1,NA,25865.0691,4571.0214,NA
226941883,obgE,Stress,1,1591.5782,9770.9103,NA,NA
226943372,iro,virulence,1,2038.2669,NA,5338.2228,1119.15
226947154,hly,virulence,1,5793.6605,NA,NA,NA
226953008,fnr,Stress,1,NA,NA,NA,415.61
226954407,ahpC,Stress,1,NA,NA,NA,444.71
226973589,T4_recomb_endonuclease,Bacteria phage,1,2003.2452,4433.6715,8468.1677,NA
226973676,DNA_polymerase_type_I,Bacteria phage,1,NA,2520.3895,NA,NA
227015873,vdh,Carbon cycling,1,5540.1233,NA,NA,NA
227061490,ahpC,Stress,1,NA,NA,NA,425.6
227062034,hrcA,Stress,1,8223.3706,NA,2773.2482,454.87
227062612,clpC,Stress,1,NA,NA,NA,450.89
227069581,NiR,Nitrogen,1,NA,NA,4608.8502,NA
227069613,NiR,Nitrogen,1,6952.8028,NA,NA,NA
227069619,NiR,Nitrogen,1,953.4516,NA,NA,NA
227069629,NiR,Nitrogen,1,NA,NA,3795.3148,NA
227069637,NiR,Nitrogen,1,5963.8103,13438.1947,11009.2022,927.49
227069639,NiR,Nitrogen,1,1233.5731,NA,NA,NA
227069643,nirA,Nitrogen,1,4498.4036,7914.4826,5740.108,552.85
227069653,NiR,Nitrogen,1,NA,3992.4705,NA,NA
227069655,NiR,Nitrogen,1,1257.9247,NA,3741.4209,NA
227069699,NiR,Nitrogen,1,1307.5625,4974.1595,4820.2165,NA
227069701,NiR,Nitrogen,1,1912.3031,NA,NA,NA
227070299,narI,Stress,1,33044.4208,NA,NA,NA
227076131,obgE,Stress,1,NA,5266.2987,NA,NA
227076324,sigma_24,Stress,1,809.8341,NA,NA,607.43
227076409,proV,Stress,1,884.4986,NA,NA,NA
227076546,pcc,Carbon cycling,1,17874.5561,13383.0775,13757.4221,419.63
227077127,pstC,Stress,1,6505.8111,10589.583,8424.6975,747.81
227077707,narI,Stress,1,769.3087,3849.2765,3911.2355,NA
227078241,katA,Stress,1,7177.9903,NA,NA,NA
227079376,AceB,Carbon cycling,1,2626.1846,NA,1571.5159,NA
227084727,hly,virulence,1,NA,NA,NA,370.15
227091386,amoA,Nitrogen,1,5119.2141,8662.1713,8912.2059,NA
227096019,B_lactamase_C,Antibiotic resistance,1,8784.7559,NA,NA,NA
227096403,katE,Stress,1,64711.8069,10477.9471,41523.4373,9007.03
227099120,pstB,Stress,1,2803.941,9465.9845,5012.5681,393.16
227099121,pstA,Stress,1,5898.9592,6314.1693,4603.9534,NA
227102854,bphF1,Organic Remediation,1,1365.9493,3554.4224,NA,NA
227108326,ureC,Nitrogen,1,NA,NA,NA,2246.78
227109798,fnr,Stress,1,NA,NA,NA,NA
227111708,fnr,Stress,1,NA,NA,NA,854.9733
227111749,nrfA,Nitrogen,1,4019.5749,5723.8188,NA,NA
227111777,SMR_antibiotics,Antibiotic resistance,1,1855.448,6845.1986,8655.4793,549.85
227112214,amyA,Carbon cycling,1,NA,NA,8713.5829,NA
227113476,ABC_antibiotic_transporter,Antibiotic resistance,1,14731.8472,29488.1838,21488.1417,1711.18
227113829,AceB,Carbon cycling,1,3384.278,8878.5242,15576.4722,1088.35
227113898,pstC,Stress,1,NA,72713.124,2781.3237,NA
227113969,pilin,virulence,1,1059.183,NA,NA,NA
227161586,ureC,Nitrogen,1,1143.0983,2760.6226,2740.0298,NA
227162743,pap,virulence,1,6922.1426,7525.9224,NA,471.28
227163910,ppk,Phosphorus,1,5639.3989,9452.6723,2717.636,NA
227164126,SMR_antibiotics,Antibiotic resistance,1,NA,1522.4689,1428.19,NA
227164874,pstC,Stress,1,NA,NA,NA,4990.6533
227165208,oxyR,Stress,1,1304.7328,NA,NA,NA
227167883,obgE,Stress,1,NA,4397.5592,6100.012,NA
227168985,bglP,Stress,1,NA,NA,NA,1424.7
227175651,clpC,Stress,1,NA,35409.584,NA,NA
227181300,katA,Stress,1,14115.7615,14897.7226,16381.8176,NA
227181770,opuE,Stress,1,NA,3191.9854,NA,NA
227181813,ureC,Nitrogen,1,NA,NA,NA,859.51
227183317,pstB,Stress,1,NA,2021.3854,NA,NA
227185033,obgE,Stress,1,NA,1934.5349,NA,NA
227191680,amyA,Carbon cycling,1,2012.747,5714.3697,NA,NA
227192411,nirA,Nitrogen,1,5945.949,8691.7151,9241.9556,620.53
227193252,nplT,Carbon cycling,1,1162.9067,NA,NA,467.78
227194817,nplT,Carbon cycling,1,NA,NA,27918.8676,NA
227195195,hly,virulence,1,NA,8256.5864,12709.6398,NA
227195202,pstB,Stress,1,NA,NA,NA,692.29
227195206,pstS,Stress,1,NA,NA,3881.7399,427.51
227196657,sigma_70,Stress,1,1919.5982,NA,NA,NA
227197034,pstC,Stress,1,NA,3809.1939,2670.7007,NA
227197036,pstB,Stress,1,909.9406,NA,NA,NA
227197130,phoA,Stress,1,NA,2130.861,2057.9361,NA
227197423,katA,Stress,1,1452.3223,3929.617,2759.5886,413.22
227198090,pcc,Carbon cycling,1,1823.7234,NA,NA,NA
227219287,clpC,Stress,1,NA,NA,NA,NA
227219643,pstB,Stress,1,13045.1211,13608.3245,NA,NA
227237879,pstB,Stress,1,1260.0276,NA,NA,NA
227237954,narH,Stress,1,3275.4746,8936.2397,6843.31625,673.475
227237956,narI,Stress,1,2055.1936,5885.5799,1741.1301,NA
227239536,ppk,Phosphorus,1,NA,NA,NA,12055.1067
227270714,B_lactamase_C,Antibiotic resistance,1,8796.9577,25196.305,11595.3349,964.5
227272774,endochitinase,Carbon cycling,1,NA,NA,NA,NA
227273374,cellobiase,Carbon cycling,1,4982.8658,4089.2469,NA,NA
227273381,exochitinase,Carbon cycling,1,NA,NA,NA,262.31
227289844,cda,Carbon cycling,1,9829.6948,20089.8114,22771.8604,1159.28
227289864,cda,Carbon cycling,1,NA,NA,NA,13193.36
227295544,nplT,Carbon cycling,1,NA,3450.5229,NA,NA
227295564,cda,Carbon cycling,1,2727.18665,6415.684733,11027.8733,699.6
